4	0.348	3.986	0.175	0	0	0	0	0	0.0000	0	0	0	0.000	0.000	0
4	0.348	3.986	0.225	0	0	0	0	0	0.0000	0	0	0	0.000	0.000	0
4	0.348	3.986	0.275	0	0	0	0	0	0.0000	0	0	0	0.000	0.000	0
4	0.348	3.986	0.325	0	0	0	0	0	0.0000	0	0	0	0.000	0.000	0
4	0.348	3.986	0.375	0.565	0.545	0.0056	0.542	0.529	0.0015	0.344	0.332	0.005	0.385	0.372	0.0056
4	0.348	3.986	0.425	0.419	0.398	0.0038	0.425	0.412	0.0011	0.243	0.231	0.003	0.287	0.275	0.0037
4	0.348	3.986	0.475	0.323	0.301	0.0032	0.316	0.304	0.0010	0.175	0.166	0.002	0.212	0.200	0.0029
4	0.348	3.986	0.525	0.202	0.18	0.0026	0.205	0.194	0.0011	0.112	0.103	0.002	0.142	0.131	0.0025
4	0.348	3.986	0.575	0.166	0.146	0.0022	0.174	0.162	0.0008	0.097	0.087	0.001	0.107	0.095	0.0023
4	0.348	3.986	0.625	0.134	0.113	0.0021	0.132	0.12	0.0007	0.076	0.066	0.001	0.082	0.070	0.0022
4	0.348	3.986	0.675	0.12	0.097	0.0019	0.116	0.104	0.0006	0.06	0.05	0.001	0.067	0.055	0.0019
4	0.348	3.986	0.725	0.11	0.086	0.0023	0.102	0.088	0.0006	0.051	0.04	0.001	0.060	0.047	0.0019
4	0.348	3.986	0.775	0.083	0.06	0.0024	0.075	0.061	0.0006	0.046	0.035	0.001	0.046	0.033	0.0016
4	0.348	3.986	0.825	0	0	0	0	0	0.0000	0	0	0	0.000	0.000	0
4	0.348	3.986	0.875	0	0	0	0	0	0.0000	0	0	0	0.000	0.000	0
