6	0.445	4.721	0.1750	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
6	0.445	4.721	0.2250	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
6	0.445	4.721	0.2750	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
6	0.445	4.721	0.3250	0.725	0.715	0.034	0.702	0.690	0.0113	0.499	0.484	0.023	0.516	0.503	0.0207
6	0.445	4.721	0.3750	0.68	0.66	0.009	0.656	0.643	0.0029	0.386	0.375	0.005	0.448	0.435	0.0052
6	0.445	4.721	0.4250	0.531	0.511	0.006	0.461	0.449	0.0018	0.284	0.273	0.003	0.307	0.294	0.0032
6	0.445	4.721	0.4750	0.403	0.384	0.005	0.368	0.357	0.0014	0.222	0.211	0.002	0.250	0.238	0.0026
6	0.445	4.721	0.5250	0.281	0.264	0.004	0.290	0.278	0.0013	0.157	0.148	0.002	0.183	0.171	0.0021
6	0.445	4.721	0.5750	0.25	0.226	0.004	0.217	0.204	0.0011	0.129	0.12	0.002	0.136	0.123	0.0018
6	0.445	4.721	0.6250	0.206	0.187	0.003	0.178	0.167	0.0011	0.092	0.082	0.001	0.105	0.094	0.0016
6	0.445	4.721	0.6750	0.169	0.145	0.003	0.146	0.132	0.0011	0.077	0.068	0.001	0.091	0.078	0.0015
6	0.445	4.721	0.7250	0.12	0.097	0.003	0.120	0.108	0.0011	0.065	0.055	0.001	0.075	0.062	0.0016
6	0.445	4.721	0.7750	0.074	0.05	0.003	0.092	0.078	0.0011	0.06	0.05	0.002	0.058	0.044	0.0016
6	0.445	4.721	0.8250	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
6	0.445	4.721	0.8750	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
