5	0.450	3.901	0.1750	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
5	0.450	3.901	0.2250	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
5	0.450	3.901	0.2750	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
5	0.450	3.901	0.3250	0.789	0.77	0.026	0.754	0.738	0.0086	0.398	0.371	0.013	0.465	0.449	0.0141
5	0.450	3.901	0.3750	0.674	0.643	0.009	0.635	0.621	0.0030	0.339	0.327	0.004	0.386	0.371	0.0048
5	0.450	3.901	0.4250	0.541	0.509	0.006	0.483	0.466	0.0020	0.276	0.262	0.003	0.304	0.286	0.0031
5	0.450	3.901	0.4750	0.427	0.394	0.005	0.380	0.363	0.0017	0.216	0.201	0.002	0.242	0.225	0.0025
5	0.450	3.901	0.5250	0.334	0.303	0.004	0.302	0.286	0.0015	0.168	0.155	0.002	0.182	0.166	0.0021
5	0.450	3.901	0.5750	0.27	0.239	0.004	0.226	0.210	0.0013	0.134	0.121	0.002	0.144	0.127	0.0018
5	0.450	3.901	0.6250	0.205	0.173	0.003	0.186	0.169	0.0012	0.105	0.091	0.002	0.119	0.101	0.0018
5	0.450	3.901	0.6750	0.138	0.105	0.003	0.150	0.134	0.0012	0.089	0.077	0.002	0.105	0.089	0.0021
5	0.450	3.901	0.7250	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
5	0.450	3.901	0.7750	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
5	0.450	3.901	0.8250	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
5	0.450	3.901	0.8750	0	0	0	0.000	0.000	0.0000	0	0	0	0.000	0.000	0
